equipo_ganador,equipo_primera_sangre,asesinatos_dif,asistencias_dif,nivel_dif,minions_dif,torretas_dif,dragones_dif,heraldos_dif
1,1,-1,-4,-0.20000000000000018,6,0,1,0
0,1,-3,-2,-0.20000000000000018,9,0,-1,1
0,1,1,0,-0.20000000000000018,-18,0,1,0
1,1,-7,-7,-0.8000000000000007,-26,0,-1,0
0,0,1,2,0.0,-10,0,0,0
1,1,-3,1,-0.20000000000000018,-27,0,-1,0
1,1,-6,-10,-0.20000000000000018,-15,0,-1,-1
0,0,1,0,0.8000000000000007,31,0,-1,0
1,0,-2,-3,-0.20000000000000018,-17,0,-1,-1
0,1,3,3,0.6000000000000005,-7,0,-1,0
0,0,-1,-3,0.40000000000000036,-44,0,0,1
0,0,4,2,0.20000000000000018,-37,0,-1,1
1,1,3,7,0.6000000000000005,56,0,-1,0
0,0,4,4,0.20000000000000018,0,0,-1,0
0,0,1,1,0.0,-25,0,-1,-1
1,0,-2,-5,0.40000000000000036,30,1,0,1
0,0,4,3,0.0,42,0,-1,0
0,0,7,4,0.6000000000000005,22,1,1,1
1,1,-1,-3,0.20000000000000018,13,0,1,0
1,1,-7,-6,-0.40000000000000036,12,-1,-1,-1
0,0,5,-4,0.6000000000000005,39,1,-1,1
0,0,2,2,-0.20000000000000018,12,0,-1,-1
1,1,-3,-4,-0.5999999999999996,-41,0,0,0
1,1,-2,-4,0.0,44,0,-1,-1
1,0,-3,-6,0.0,7,0,1,0
0,0,4,8,0.20000000000000018,-12,0,1,-1
0,0,11,21,0.5999999999999996,13,0,0,0
1,1,-5,-5,-0.6000000000000005,-50,0,1,1
0,0,7,12,0.39999999999999947,-21,0,0,0
1,1,-8,-12,-0.6000000000000005,-5,-2,1,-1
1,1,0,5,-0.40000000000000036,16,0,-1,0
1,1,-5,2,-0.7999999999999998,36,0,-1,-1
0,0,3,6,0.39999999999999947,-53,0,1,0
0,1,1,0,0.20000000000000018,49,0,-1,0
0,0,1,-1,0.0,-23,0,1,0
1,0,-1,-2,0.0,46,0,1,0
0,0,2,-2,1.0,41,0,1,1
0,1,-2,3,0.0,2,0,-1,1
0,1,3,6,0.6000000000000005,45,0,1,0
0,0,-3,-15,-0.20000000000000018,-3,0,-1,0
1,1,-5,-5,0.0,28,0,0,0
0,0,3,4,0.0,13,0,1,0
0,0,8,8,1.0,24,0,-1,-1
