equipo_ganador,equipo_primera_sangre,asesinatos_dif,asistencias_dif,nivel_dif,minions_dif,torretas_dif,dragones_dif,heraldos_dif
1,1,-6,-11,-0.20000000000000018,-9,0,1,0
1,0,-1,-1,-0.5999999999999996,-12,0,0,0
1,0,0,-3,0.20000000000000018,30,1,1,1
0,1,-2,-5,-0.20000000000000018,40,0,-1,0
1,1,-8,-13,-0.40000000000000036,6,0,-1,1
1,0,-3,-5,-0.40000000000000036,29,0,-1,0
0,0,0,1,0.20000000000000018,21,0,-1,1
1,1,-6,-9,-0.7999999999999998,-10,0,-1,0
1,0,1,-2,-0.40000000000000036,-27,0,-1,-1
1,1,-1,4,0.0,-3,0,0,0
1,1,-8,-6,-0.5999999999999996,43,0,-1,0
0,0,4,4,0.40000000000000036,0,0,1,0
1,1,0,0,-0.20000000000000018,-34,0,0,0
1,0,2,4,-0.40000000000000036,-15,0,-1,1
1,1,-1,-1,-0.5999999999999996,-2,0,-1,0
1,1,-3,-2,-0.5999999999999996,-65,0,1,0
1,1,-2,-1,0.40000000000000036,-27,0,0,0
1,0,-3,-1,-0.6000000000000005,7,0,-1,0
0,0,-1,-1,-0.40000000000000036,-50,-1,-1,-1
1,1,-5,-7,-0.40000000000000036,-27,0,-1,-1
1,1,-8,-5,-1.0,-4,0,0,0
1,1,-2,2,0.0,-3,0,1,0
1,1,-6,-3,-0.20000000000000018,-17,0,1,0
0,1,2,-1,0.40000000000000036,7,0,1,0
0,1,0,2,0.0,45,0,-1,0
0,1,6,7,0.5999999999999996,9,0,-1,0
0,0,4,3,0.0,40,0,0,0
0,0,3,5,0.0,-3,0,-1,1
0,0,2,3,0.20000000000000018,57,0,0,0
0,1,-6,-9,-0.39999999999999947,-23,0,-1,-1
0,0,1,-2,0.1999999999999993,4,0,0,0
0,0,4,6,0.5999999999999996,43,0,0,1
0,0,3,-2,0.7999999999999998,-3,0,1,0
1,1,-8,-15,-0.8000000000000007,-3,0,1,-1
0,0,4,2,0.20000000000000018,-25,0,0,0
0,0,-1,1,-0.40000000000000036,-3,0,-1,1
1,1,-8,-10,-0.6000000000000005,-55,0,-1,-1
0,0,2,0,1.2000000000000002,82,2,0,1
0,1,4,6,0.8000000000000007,-11,0,-1,0
1,0,-6,-14,0.0,10,0,-1,0
0,1,-1,-4,-0.40000000000000036,-11,0,1,0
0,0,-1,-5,-0.20000000000000018,-38,0,0,1
1,0,-1,5,0.0,22,0,-1,0
1,0,-5,-11,-1.0,-15,0,-1,0
0,1,-2,-8,-0.6000000000000005,-33,0,0,0
0,0,5,2,0.20000000000000018,32,0,-1,1
1,0,-5,-1,-0.20000000000000018,6,-1,-1,-1
1,1,-4,-4,-0.40000000000000036,-39,0,-1,0
0,0,9,12,0.8000000000000007,5,0,1,0
0,0,-1,-2,-0.20000000000000018,-6,0,0,0
0,0,3,-1,0.20000000000000018,16,0,0,0
0,1,10,8,1.2000000000000002,47,1,1,1
1,0,-2,-4,0.0,7,0,-1,0
0,1,2,3,0.20000000000000018,2,0,1,-1
1,0,6,5,0.20000000000000018,9,0,-1,0
0,0,-3,-4,0.0,15,0,1,1
1,0,-3,2,-0.40000000000000036,2,0,-1,1
1,1,2,3,0.40000000000000036,5,0,-1,0
1,1,3,2,0.40000000000000036,0,-1,0,-1
1,1,-1,-1,0.20000000000000018,9,0,1,1
1,1,-1,-1,0.0,-50,0,-1,1
1,1,-1,0,-0.20000000000000018,-18,0,-1,0
0,1,0,0,0.20000000000000018,-8,0,-1,-1
0,1,0,5,-0.40000000000000036,-12,0,-1,-1
0,0,-2,6,-0.1999999999999993,-41,0,1,-1
0,0,7,2,-0.20000000000000018,15,0,1,1
0,1,3,8,0.40000000000000036,-20,1,0,1
1,0,0,0,0.0,5,0,-1,1
1,1,-2,-5,-0.20000000000000018,-9,0,-1,1
0,0,7,8,0.40000000000000036,-15,0,1,0
0,0,3,6,0.0,79,0,0,0
1,1,-2,0,0.0,-18,0,-1,0
1,0,-4,-2,-0.40000000000000036,-53,0,0,0
0,1,-5,-2,-0.20000000000000018,-52,-1,-1,-1
1,0,-1,-1,0.0,-40,0,0,0
0,0,5,0,0.40000000000000036,50,0,-1,0
0,1,5,12,0.0,27,1,-1,0
1,1,-9,-11,-0.8000000000000007,-35,0,-1,-1
1,0,-3,-2,-0.6000000000000005,-33,0,1,0
1,0,-2,2,-0.20000000000000018,-20,0,-1,1
0,0,4,5,-0.20000000000000018,-15,0,1,0
1,0,1,4,-0.5999999999999996,-42,0,-1,1
1,1,-5,-6,-0.6000000000000005,-16,0,-1,0
1,0,0,-2,-0.20000000000000018,9,0,-1,1
0,0,5,6,0.40000000000000036,17,0,1,0
0,1,-2,-4,-0.5999999999999996,17,0,-1,1
0,0,1,1,-0.20000000000000018,-23,0,-1,1
0,1,4,6,0.20000000000000018,1,0,0,0
1,1,1,0,-0.40000000000000036,-22,0,-1,0
0,0,2,6,-0.7999999999999998,-68,0,1,0
0,1,0,-1,0.40000000000000036,-6,0,-1,0
0,0,0,-3,-0.20000000000000018,-31,0,1,1
1,0,3,0,0.5999999999999996,33,0,-1,0
0,0,0,-4,0.6000000000000005,30,0,0,1
0,0,-3,-3,-0.20000000000000018,-23,0,-1,0
0,1,5,4,0.0,43,0,0,1
1,1,-7,-4,0.0,-9,0,0,0
0,1,-1,-5,-0.1999999999999993,2,0,1,0
0,1,6,6,0.0,0,0,-1,0
0,0,-1,-8,0.0,-7,1,1,1
1,1,4,7,0.40000000000000036,-14,0,0,1
0,1,7,8,0.20000000000000018,15,0,0,0
1,0,4,3,0.0,42,0,-1,0
0,1,-5,-7,-0.20000000000000018,-45,0,-1,0
0,0,3,10,-0.6000000000000005,-12,0,0,0
1,1,-2,-3,-0.20000000000000018,-8,0,0,0
0,0,5,9,0.8000000000000007,23,0,1,0
1,1,-3,-8,-0.6000000000000005,-51,0,1,-1
0,0,0,7,0.20000000000000018,23,0,-1,0
1,1,-2,-2,-0.40000000000000036,-48,0,0,0
0,1,0,1,0.40000000000000036,-37,0,1,1
1,1,0,4,-0.20000000000000018,21,0,0,0
0,0,-2,-7,-0.40000000000000036,14,0,-1,0
0,1,3,8,-0.20000000000000018,-1,0,-1,0
1,0,0,-1,0.0,11,0,-1,-1
1,1,-6,-8,-0.6000000000000005,-39,0,-1,-1
0,1,-3,9,-0.20000000000000018,-35,0,-1,1
0,0,3,3,0.0,49,0,1,1
1,1,-2,-2,-0.6000000000000005,11,0,0,0
0,0,1,0,0.6000000000000005,48,0,1,1
1,1,-2,-6,-0.20000000000000018,-14,0,1,0
0,0,2,2,0.0,-10,0,-1,1
1,0,-12,-13,-1.4000000000000004,-46,0,-1,-1
1,1,-4,-3,-0.20000000000000018,-70,0,-1,0
0,0,8,9,0.7999999999999998,1,0,-1,0
1,0,-2,-3,0.0,16,0,-1,0
1,0,-4,-4,-0.40000000000000036,17,0,-1,0
0,0,1,0,-0.20000000000000018,21,0,1,0
1,0,-1,-4,-0.40000000000000036,1,0,-1,1
1,0,-3,-1,-0.40000000000000036,-11,-1,0,-1
0,0,-4,-3,-0.6000000000000005,-24,0,1,0
1,1,-5,-10,-0.6000000000000005,8,0,1,0
1,0,-3,-8,0.0,11,0,-1,1
0,0,3,-1,0.40000000000000036,12,0,1,0
0,0,5,4,0.0,-42,0,-1,1
1,1,-2,2,-0.20000000000000018,-2,0,-1,-1
0,1,7,8,0.7999999999999998,51,1,-1,0
0,0,7,6,0.7999999999999998,65,0,0,0
1,0,2,2,-0.39999999999999947,-62,0,1,0
1,0,8,6,1.0,39,0,1,0
0,1,1,-1,-0.40000000000000036,-49,0,-1,0
1,1,-2,-2,0.20000000000000018,45,0,1,0
1,1,2,4,0.20000000000000018,8,-1,1,-1
0,0,-1,-6,-0.1999999999999993,5,0,0,0
1,1,-5,-3,-1.0,-23,0,-1,-1
1,0,3,6,0.0,-1,0,0,0
1,1,-1,-4,-0.20000000000000018,-21,0,1,0
1,1,0,5,-1.0,-108,0,0,-1
1,0,5,9,0.40000000000000036,-6,0,-1,-1
0,0,6,6,0.20000000000000018,40,0,0,0
1,1,-9,-5,-1.0,-19,0,-1,0
0,1,-2,-5,0.5999999999999996,0,0,1,1
1,1,-7,-8,-0.6000000000000005,-18,0,-1,0
1,1,-1,-3,-0.20000000000000018,-3,0,-1,1
1,0,3,2,0.20000000000000018,-31,0,1,0
1,1,-7,-4,-0.20000000000000018,-32,0,-1,0
0,0,0,3,-0.39999999999999947,-10,0,0,0
0,1,-1,0,-0.20000000000000018,-26,0,1,0
1,0,3,10,0.20000000000000018,-9,0,1,-1
1,1,-5,-2,0.0,2,0,-1,1
1,1,-5,-7,-0.40000000000000036,-13,0,0,0
0,1,1,1,0.40000000000000036,-3,0,-1,0
0,0,8,6,0.40000000000000036,7,0,1,0
0,0,4,3,-0.20000000000000018,-8,0,0,1
0,0,6,7,0.40000000000000036,18,0,-1,0
1,0,-8,-7,-1.0,-49,0,0,0
0,0,7,4,0.5999999999999996,31,1,1,1
1,1,-5,-3,-0.40000000000000036,-33,0,-1,0
1,0,-2,-1,-0.6000000000000005,-13,0,-1,0
0,0,-3,-7,-0.40000000000000036,-32,0,1,1
0,1,10,12,0.7999999999999998,13,1,0,1
0,1,-6,-9,0.20000000000000018,16,0,-1,0
0,0,5,11,0.20000000000000018,-11,0,1,0
0,0,2,-1,0.20000000000000018,23,0,0,0
0,1,3,4,0.20000000000000018,21,0,-1,0
1,1,4,10,-0.40000000000000036,3,0,1,0
0,0,2,1,0.20000000000000018,11,0,-1,-1
0,1,4,2,0.6000000000000005,61,0,-1,1
1,1,-3,-10,0.0,-23,0,0,0
1,0,0,2,0.20000000000000018,22,0,-1,1
0,0,-2,-5,-0.20000000000000018,-17,0,0,0
1,1,2,1,0.0,-28,0,-1,0
1,1,-10,-13,-0.7999999999999998,-34,0,0,0
0,0,1,-1,-0.40000000000000036,-24,0,-1,1
0,1,5,4,0.40000000000000036,36,0,1,0
0,0,11,17,0.8000000000000007,-32,0,1,0
0,1,0,-2,0.40000000000000036,27,0,-1,0
0,1,2,4,-0.20000000000000018,-3,0,-1,-1
1,1,2,5,0.6000000000000005,3,0,-1,0
0,0,7,0,0.7999999999999998,58,0,1,0
0,0,2,-1,0.20000000000000018,-26,0,-1,-1
0,0,1,-3,0.0,26,0,1,0
0,1,2,2,0.0,-30,0,0,0
0,0,3,4,0.8000000000000007,-9,0,1,0
1,0,2,4,-0.7999999999999998,-13,0,1,0
1,0,1,-2,0.40000000000000036,-11,0,0,0
0,0,6,0,0.6000000000000005,19,0,0,0
1,1,0,-3,-0.20000000000000018,-28,0,1,-1
0,0,0,-7,0.40000000000000036,28,1,-1,0
1,1,-1,-6,0.20000000000000018,47,0,0,0
0,1,-7,-12,-0.6000000000000005,-16,-1,1,0
1,1,-4,0,-0.20000000000000018,-46,0,-1,-1
1,1,-4,-3,-0.20000000000000018,-13,0,-1,0
0,0,8,8,0.6000000000000005,61,0,-1,1
0,0,1,1,0.20000000000000018,-24,0,0,0
1,1,-2,-4,0.20000000000000018,-13,1,-1,1
1,0,4,5,0.0,16,0,1,0
1,0,3,8,0.6000000000000005,-18,0,1,0
1,1,-12,-12,-1.0,-48,-1,0,-1
0,1,-2,-6,0.0,-6,0,0,0
1,1,1,4,-0.5999999999999996,-16,0,-1,-1
0,1,8,4,1.2000000000000002,59,0,1,0
0,0,1,9,0.20000000000000018,30,0,-1,-1
1,1,-1,3,-0.40000000000000036,4,0,-1,0
1,1,-3,-7,-0.20000000000000018,41,0,0,1
1,1,-1,-1,-0.20000000000000018,-27,0,-1,0
0,0,7,4,0.6000000000000005,25,0,1,0
0,0,-1,-2,-0.20000000000000018,-15,0,-1,1
1,1,-6,-9,-0.6000000000000005,-58,0,-1,-1
0,0,5,-2,0.8000000000000007,64,1,1,1
0,1,-2,-4,0.0,-24,0,1,0
1,0,-3,-8,-0.8000000000000007,-21,0,-1,0
0,0,-2,-4,0.20000000000000018,23,0,1,1
1,1,-1,-1,0.0,10,0,0,-1
1,0,0,-2,0.0,30,0,-1,0
1,1,-8,-4,-0.20000000000000018,-3,0,-1,0
1,1,-4,-4,-0.40000000000000036,-11,0,0,0
1,1,-1,2,0.40000000000000036,-7,0,-1,1
0,1,-2,-2,0.6000000000000005,9,0,1,0
1,1,-4,-4,-0.40000000000000036,-55,0,-1,0
0,1,1,5,-0.20000000000000018,-20,0,1,0
1,0,-1,0,0.20000000000000018,22,0,-1,0
0,0,0,0,0.20000000000000018,13,1,-1,0
1,0,2,6,0.0,-26,-1,1,-1
1,1,4,2,0.40000000000000036,-4,0,1,0
0,0,1,3,-0.20000000000000018,6,0,-1,1
1,0,-3,-6,-0.40000000000000036,14,0,-1,0
0,0,2,0,-0.20000000000000018,22,0,1,0
0,1,2,11,0.20000000000000018,18,0,-1,0
0,0,4,4,0.20000000000000018,-1,0,1,1
1,1,-3,-8,0.0,0,0,-1,0
1,0,-3,-2,-0.6000000000000005,-51,0,1,0
0,1,-4,-13,0.20000000000000018,66,0,-1,0
1,0,3,4,0.40000000000000036,20,0,-1,-1
0,1,-3,-2,-0.40000000000000036,-59,-1,0,1
0,0,3,3,0.8000000000000007,6,0,1,0
0,0,3,-3,1.0,71,1,1,1
1,1,-1,0,-0.20000000000000018,-15,0,0,0
0,0,1,-2,-0.20000000000000018,-4,0,1,0
0,1,1,6,0.20000000000000018,66,0,-1,0
1,1,-4,-6,-0.20000000000000018,-60,0,-1,0
1,0,-5,-3,0.20000000000000018,0,0,-1,0
0,0,4,5,0.39999999999999947,26,0,1,0
1,1,2,2,0.20000000000000018,-12,0,0,0
1,1,-9,-13,-0.7999999999999998,-8,0,0,0
0,1,2,14,0.20000000000000018,36,0,0,-1
1,1,-3,-4,0.0,-14,0,1,0
1,1,-7,-8,-0.6000000000000005,-13,0,1,0
1,0,4,6,0.20000000000000018,-9,0,-1,0
1,0,-6,-8,-0.6000000000000005,-1,0,-1,-1
1,1,2,6,-0.20000000000000018,4,-1,1,-1
0,1,0,4,-0.20000000000000018,-2,0,1,0
1,0,-1,-1,-0.40000000000000036,-78,0,-1,0
0,0,3,8,-0.20000000000000018,-66,0,1,0
1,1,-2,0,-0.20000000000000018,-21,0,1,-1
1,0,-5,-9,-0.40000000000000036,0,0,-1,-1
1,0,-2,-3,-0.20000000000000018,-60,0,0,-1
0,1,1,2,0.20000000000000018,-40,0,1,0
1,1,-5,-8,-0.40000000000000036,-25,0,-1,0
0,0,-2,1,-0.20000000000000018,19,0,0,-1
1,1,-6,-5,-0.20000000000000018,10,0,-1,0
1,0,5,5,0.20000000000000018,50,0,-1,1
0,0,-1,-8,-0.40000000000000036,-17,0,-1,1
0,0,6,5,0.40000000000000036,-16,0,1,0
0,1,-1,-4,0.40000000000000036,-51,0,0,1
1,1,-1,0,-0.20000000000000018,-44,0,-1,0
0,0,6,5,0.20000000000000018,-27,0,-1,0
1,0,-3,-5,0.20000000000000018,29,0,-1,0
0,1,0,0,0.0,31,0,0,0
1,1,3,6,0.40000000000000036,11,0,0,0
1,0,1,3,-0.20000000000000018,-20,0,1,1
0,1,-1,-5,0.20000000000000018,11,1,-1,0
0,1,0,-4,0.6000000000000005,1,0,1,-1
0,0,2,4,0.40000000000000036,29,0,1,0
1,0,-3,-4,-0.20000000000000018,18,0,-1,-1
1,1,-7,-15,-0.40000000000000036,-24,0,-1,0
1,0,-8,-15,-0.6000000000000005,-18,0,-1,0
1,1,-2,4,0.0,-43,0,1,0
1,1,-8,-9,-0.40000000000000036,8,0,0,0
1,0,4,3,0.20000000000000018,32,0,-1,0
1,0,3,-1,0.20000000000000018,11,0,1,0
0,1,-1,-2,0.0,-33,0,1,-1
1,0,0,-3,0.0,23,0,-1,1
1,1,-3,-4,-0.40000000000000036,-16,0,-1,0
1,1,-3,-8,-0.5999999999999996,-57,0,0,0
0,0,3,2,0.40000000000000036,10,0,1,0
1,0,-4,-11,-0.39999999999999947,28,0,-1,1
1,1,-3,-5,0.0,5,0,-1,0
1,0,4,7,0.40000000000000036,-50,0,1,0
1,1,-3,-3,-0.40000000000000036,4,0,-1,-1
1,1,-2,-6,-1.0,-5,-1,-1,-1
1,0,-1,-1,-0.6000000000000005,-18,0,1,0
1,1,-4,-8,-0.6000000000000005,-63,0,-1,0
1,0,-2,-5,-0.40000000000000036,37,0,-1,0
0,0,5,8,0.20000000000000018,20,0,-1,1
1,0,-2,-5,0.0,41,0,-1,0
0,1,2,-1,0.20000000000000018,48,0,1,0
0,1,1,6,0.5999999999999996,64,0,1,1
0,0,1,1,0.5999999999999996,-7,0,0,1
0,0,5,8,0.7999999999999998,7,0,1,0
1,1,-1,-4,0.6000000000000005,31,0,1,0
0,1,-4,-2,-0.39999999999999947,-18,0,1,1
0,0,1,1,0.0,-19,0,1,0
1,1,4,1,0.40000000000000036,42,0,1,0
1,0,1,-1,0.20000000000000018,32,0,1,0
0,0,-4,-7,-0.20000000000000018,-65,0,-1,-1
1,0,-2,-5,0.39999999999999947,-5,0,0,0
0,0,-1,5,0.20000000000000018,-3,1,-1,1
0,1,0,0,0.40000000000000036,21,0,1,1
1,0,0,0,-0.20000000000000018,-38,-1,0,0
1,0,0,3,-0.40000000000000036,3,0,1,0
0,0,0,2,-0.20000000000000018,-48,0,1,-1
1,0,1,8,0.20000000000000018,-6,0,1,0
0,0,14,11,1.5999999999999996,91,0,1,1
0,0,-1,-2,-0.40000000000000036,-6,0,1,0
1,0,-3,-7,0.0,-19,0,-1,1
1,1,-4,-4,-0.7999999999999998,-8,0,-1,0
0,0,0,-3,-0.20000000000000018,-49,0,-1,0
0,1,-3,-2,0.0,-43,0,0,0
0,1,-2,-5,0.20000000000000018,33,0,-1,0
1,0,-8,-17,-0.6000000000000005,-38,0,-1,0
1,1,0,-2,0.0,0,0,-1,0
1,0,1,6,0.0,-19,0,1,1
1,0,-3,-6,-0.20000000000000018,1,0,0,-1
0,0,10,17,1.0,1,0,1,0
1,0,0,-3,-0.20000000000000018,-77,-1,1,1
1,0,-5,-1,-0.6000000000000005,-25,0,-1,0
0,0,4,0,0.0,18,0,1,0
1,0,-4,0,-0.7999999999999998,-44,0,-1,0
1,0,-5,-2,-0.40000000000000036,-30,0,0,0
0,0,7,8,0.7999999999999998,66,1,0,1
0,0,-4,-4,-0.20000000000000018,29,0,1,-1
0,0,4,5,0.20000000000000018,45,0,1,-1
0,1,3,-1,0.0,35,0,1,0
0,0,-1,-8,-0.20000000000000018,3,0,1,0
1,0,2,4,0.0,-33,0,-1,1
1,1,-2,-1,-0.5999999999999996,-47,0,1,0
1,1,0,5,-0.20000000000000018,-3,0,-1,0
1,1,-1,-3,0.0,-39,0,-1,0
0,0,0,-2,0.40000000000000036,-9,0,1,1
0,0,5,8,1.0,48,1,-1,0
1,1,-3,-10,0.0,-5,0,-1,1
1,1,-5,-8,-0.8000000000000007,-1,0,-1,-1
1,1,-3,-7,-0.20000000000000018,18,0,-1,0
1,0,-1,4,-0.6000000000000005,-18,0,0,0
1,0,3,-4,0.20000000000000018,18,0,1,0
1,1,-1,-8,0.40000000000000036,21,0,1,0
0,1,-2,-4,0.40000000000000036,-26,0,0,0
0,0,6,4,0.7999999999999998,51,0,1,0
1,1,0,-2,0.0,-6,0,0,-1
0,0,2,2,0.1999999999999993,-27,0,1,1
1,1,-6,-4,-0.7999999999999998,-24,0,-1,0
1,0,-1,4,-0.40000000000000036,-53,0,0,-1
1,0,-5,-3,0.40000000000000036,96,0,-1,1
1,0,3,7,0.20000000000000018,-15,0,-1,0
1,1,-4,-6,0.0,2,0,-1,0
0,1,-2,-3,0.20000000000000018,-1,0,-1,0
0,1,3,4,0.20000000000000018,-5,0,0,0
1,0,3,4,-0.40000000000000036,-37,-1,1,1
1,1,-8,-10,-1.2000000000000002,-34,0,-1,0
1,0,-7,-11,-1.0,-51,0,-1,0
1,1,-4,0,-0.7999999999999998,-18,0,-1,-1
1,0,7,9,0.40000000000000036,39,0,-1,0
1,1,2,4,0.20000000000000018,41,0,1,-1
0,0,4,5,0.20000000000000018,12,0,1,0
0,0,2,-2,-0.40000000000000036,-40,0,0,0
1,1,-3,-3,-0.40000000000000036,-9,-1,1,0
0,0,8,12,0.7999999999999998,39,0,1,0
0,0,0,1,-0.40000000000000036,7,0,1,0
1,1,-1,-1,0.39999999999999947,63,0,1,0
1,1,-5,-10,-0.6000000000000005,-19,0,0,1
0,0,-1,0,-0.20000000000000018,3,0,1,0
1,1,1,3,-0.20000000000000018,30,0,1,-1
1,0,0,6,-0.40000000000000036,-86,0,0,0
1,0,2,1,0.0,11,0,0,0
0,1,5,7,0.6000000000000005,33,0,1,1
0,0,9,6,0.7999999999999998,37,0,1,0
0,1,-3,0,-0.20000000000000018,10,0,0,0
0,1,-1,-4,0.0,-26,0,0,-1
0,0,1,-1,0.0,5,0,-1,0
1,1,-6,-7,-0.40000000000000036,23,0,-1,1
0,0,6,4,0.20000000000000018,22,0,-1,0
1,1,-5,-4,-0.20000000000000018,38,0,0,0
0,0,7,15,0.40000000000000036,2,0,1,1
0,0,5,4,0.40000000000000036,4,0,-1,1
1,0,0,1,-0.20000000000000018,8,0,-1,0
1,0,1,4,-0.20000000000000018,-11,0,-1,1
1,1,-5,-8,-0.6000000000000005,8,0,-1,-1
1,1,3,2,0.0,-59,0,1,0
0,1,2,3,0.20000000000000018,-27,0,-1,1
1,1,-1,-2,0.40000000000000036,37,0,1,0
1,1,-3,-4,-0.7999999999999998,-64,0,-1,0
1,1,0,-3,-0.20000000000000018,-18,0,1,0
1,1,-3,-1,-0.20000000000000018,8,0,0,-1
0,0,11,11,0.0,-4,0,1,0
1,1,-6,0,-1.3999999999999995,-87,0,1,1
1,0,6,10,0.7999999999999998,57,0,0,0
1,0,-7,-5,-1.0,-30,0,-1,0
1,1,-3,-1,0.0,24,0,-1,-1
1,0,-4,-3,-0.6000000000000005,-14,0,-1,-1
1,1,3,0,0.20000000000000018,19,0,0,0
0,1,2,6,0.0,-3,0,-1,0
0,0,3,2,0.20000000000000018,35,0,-1,-1
1,0,0,2,-0.40000000000000036,-30,0,1,0
1,1,3,6,0.0,-36,0,1,0
0,0,7,8,0.20000000000000018,5,0,1,0
1,1,-8,-11,-0.6000000000000005,-3,0,-1,1
0,0,-1,-4,-0.40000000000000036,-82,0,1,1
1,0,4,-4,0.40000000000000036,0,0,0,0
0,1,-1,-4,-0.20000000000000018,-34,0,1,1
1,1,-1,-2,-0.40000000000000036,-41,0,-1,1
1,0,3,6,0.20000000000000018,-15,0,1,0
1,1,-7,-7,-0.8000000000000007,-13,0,1,-1
0,1,-3,-12,-0.7999999999999998,40,0,1,0
1,0,0,1,0.5999999999999996,10,0,-1,1
0,1,2,-5,0.40000000000000036,8,1,-1,1
0,1,2,-1,0.40000000000000036,2,0,1,0
1,0,0,1,-0.20000000000000018,-37,0,-1,0
0,0,1,0,-0.20000000000000018,32,0,1,0
1,1,-4,-10,-0.40000000000000036,10,0,-1,0
1,1,4,2,0.6000000000000005,29,0,0,0
0,0,2,-1,-0.20000000000000018,18,0,-1,-1
0,1,4,4,0.0,15,0,0,0
1,0,-4,1,-0.40000000000000036,-25,0,-1,0
0,1,3,2,0.20000000000000018,-3,0,1,0
0,0,6,6,0.40000000000000036,37,0,1,1
1,0,-3,1,0.0,15,0,0,0
1,0,1,3,0.0,15,0,1,0
1,1,-1,2,-0.20000000000000018,-36,0,-1,-1
1,0,-2,-9,0.39999999999999947,17,0,1,0
1,1,-1,-1,0.0,-19,0,-1,1
0,0,5,3,0.40000000000000036,28,1,-1,1
1,0,0,-2,0.0,10,0,-1,1
1,1,0,2,0.0,30,0,1,0
1,0,1,0,0.0,-12,0,1,0
1,1,5,8,0.20000000000000018,-8,0,-1,-1
1,0,-8,-10,-0.5999999999999996,9,0,-1,0
1,0,-3,3,0.0,2,0,-1,1
1,1,-6,-15,-0.20000000000000018,-36,0,1,0
0,1,0,-3,-0.40000000000000036,22,0,-1,-1
0,1,2,1,0.5999999999999996,24,0,1,1
1,0,-1,2,0.0,-17,0,-1,0
0,1,2,-1,0.20000000000000018,22,-1,1,-1
1,0,-1,-6,0.6000000000000005,24,1,0,1
1,1,-2,-4,-0.7999999999999998,-50,0,1,1
0,1,-4,-10,-0.20000000000000018,22,0,0,0
1,1,1,0,0.6000000000000005,4,0,-1,0
1,1,-3,-6,-0.40000000000000036,4,-1,-1,-1
0,1,0,4,0.0,-1,0,-1,0
0,0,7,12,1.1999999999999993,-18,0,1,0
0,0,5,1,0.6000000000000005,17,0,-1,0
1,1,0,-2,0.0,-27,0,1,0
0,1,2,2,0.40000000000000036,27,0,-1,0
1,1,-8,-12,-0.5999999999999996,1,0,-1,0
1,1,-5,-9,0.0,2,0,-1,0
0,0,7,7,0.40000000000000036,30,0,1,0
0,1,0,-1,0.5999999999999996,23,1,-1,1
1,0,-2,-3,0.0,-7,0,1,0
1,0,0,0,0.20000000000000018,19,0,1,0
1,1,-4,-1,0.20000000000000018,20,0,0,1
0,1,3,1,0.5999999999999996,62,0,-1,0
0,1,-1,-4,0.0,-29,0,1,0
0,0,0,3,0.20000000000000018,3,0,1,1
1,1,-1,-2,0.7999999999999998,19,0,0,1
1,1,-10,-12,-0.7999999999999998,-39,0,-1,-1
0,1,2,6,0.0,-43,0,1,0
0,0,0,-1,0.0,25,0,0,1
0,1,2,9,0.0,-37,0,1,1
1,1,-5,-1,-0.7999999999999998,-48,0,-1,-1
1,1,-4,-5,-0.40000000000000036,-24,0,-1,0
1,1,-4,-2,-0.40000000000000036,-2,0,-1,0
1,1,-3,-12,-0.40000000000000036,-23,0,-1,0
0,1,4,3,0.0,7,0,1,1
0,1,-3,-4,-0.40000000000000036,-5,0,-1,-1
1,0,-3,-2,-0.5999999999999996,-18,0,1,0
1,1,3,3,0.0,32,0,-1,-1
1,0,-1,-7,-0.8000000000000007,-11,0,-1,-1
0,1,-1,-4,-0.20000000000000018,39,0,1,0
1,1,-5,-6,-0.40000000000000036,-49,0,-1,0
0,0,4,-4,0.7999999999999998,22,1,1,1
1,1,-10,-5,-1.0,-26,0,-1,-1
0,1,3,10,0.40000000000000036,-4,0,1,0
0,0,1,-2,0.40000000000000036,35,0,1,0
0,0,0,3,0.0,5,0,0,0
1,1,-5,-5,-1.0,-67,-1,-1,0
0,0,0,-2,0.20000000000000018,69,0,-1,0
1,1,-1,-10,-0.20000000000000018,27,0,1,0
1,1,-6,0,-1.1999999999999993,-64,0,-1,0
1,0,-1,-2,-0.6000000000000005,-44,0,-1,0
0,0,-1,-4,-0.40000000000000036,20,0,1,1
1,0,-5,-6,-0.40000000000000036,-40,0,-1,-1
1,0,-4,-1,-0.40000000000000036,8,0,1,0
0,0,5,5,0.20000000000000018,31,0,1,1
0,1,-4,-6,0.0,-23,0,1,1
0,0,-3,-5,0.0,10,0,0,0
0,0,-3,-2,-1.0,-32,0,0,-1
1,1,-2,-5,-0.20000000000000018,19,0,0,0
1,1,-2,-1,-0.6000000000000005,-17,0,-1,-1
0,0,4,4,0.40000000000000036,17,0,0,-1
1,1,-1,-1,0.0,-35,0,1,-1
0,0,4,1,0.20000000000000018,47,0,0,0
0,1,0,3,-0.20000000000000018,31,0,0,0
0,0,3,4,0.8000000000000007,53,0,1,0
0,1,4,5,0.20000000000000018,0,0,0,1
1,1,-5,-9,0.0,-1,0,-1,0
0,0,3,3,0.6000000000000005,8,0,1,-1
1,1,-3,0,0.0,-45,0,-1,0
0,0,10,7,0.6000000000000005,7,0,0,0
0,1,-1,-1,-0.20000000000000018,-10,0,-1,0
0,0,3,3,0.8000000000000007,34,0,1,1
1,1,-7,-10,-1.0,-62,0,-1,0
1,1,-4,-4,-0.6000000000000005,-36,0,-1,-1
0,0,3,4,-0.20000000000000018,-12,0,1,1
